Class,Email
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Dear all Some of you may already know some may not that <NAME> in our Marketing Team is sadly leaving us and his last day with Origin will be <DATE>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Dear all Some of you may know that <NAME> in our On Boarding team is sadly leaving us shortly I have a card on reception so if you wish to sign it please come and see me']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Leaver,['Leaver The accounts temp <NAME> <NAME> has now left if we can close all related account <NAME> <NAME>']
Leaver,['Leaver <NAME> <NAME> has left the business as of today <NAME> <NAME>']
Leaver,['Leaver Notification Leaver Origin User Leaver Checklist <NAME> <DATE>']
Logo,['FW Company Logo <COMPANY> customer id <NUMBER> <NAME> Could you please add the attached logo to <COMPANY> Customer Specification Forms on OSS The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW amendments to order form All Can you please find attached the logo for <COMPANY> customer id <NUMBER> ']
Logo,['FW Company Logo <COMPANY> customer id <NUMBER> <NAME> Could you please add the attached logo to <COMPANY> Customer Specification Forms on OSS The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW PNG LOGO All Can you please add the attached logo to <COMPANY> OSS account The customer id is <NUMBER> <NAME>']
Logo,['FW Logo for <COMPANY> customer id <NUMBER> All Can you please add the attached logo to the <COMPANY> OSS account customer id <NUMBER> <NAME> ']
Logo,['FW PNG LOGO All Can you please add the attached logo to <COMPANY> OSS account The customer id is <NUMBER> <NAME>']
Logo,['FW OSS Logo for <COMPANY> <NUMBER> <NAME> Can you please see <NAME> comment below <NAME>']
Logo,['FW Company Logo <COMPANY> customer id <NUMBER> <NAME> Could you please add the attached logo to <COMPANY> Customer Specification Forms on OSS The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW OSS Logo for <COMPANY> <NUMBER> <NAME> Can you please see <NAME> comment below <NAME>']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW OSS Logo for <COMPANY> customer id <NUMBER> <NAME> Can you please see the request below from <COMPANY> customer id <NUMBER> <NAME>']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['FW OSS Logo for <COMPANY> <NUMBER> <NAME> Can you please see <NAME> comment below <NAME>']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW amendments to order form All Can you please find attached the logo for <COMPANY> customer id <NUMBER> ']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW PNG LOGO All Can you please add the attached logo to <COMPANY> OSS account The customer id is <NUMBER> <NAME>']
Logo,['FW amendments to order form All Can you please find attached the logo for <COMPANY> customer id <NUMBER> ']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['FW Company Logo <COMPANY> customer id <NUMBER> <NAME> Could you please add the attached logo to <COMPANY> Customer Specification Forms on OSS The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW OSS Logo for <COMPANY> customer id <NUMBER> <NAME> Can you please see the request below from <COMPANY> customer id <NUMBER> <NAME>']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['FW OSS Logo for <COMPANY> customer id <NUMBER> <NAME> Can you please see the request below from <COMPANY> customer id <NUMBER> <NAME>']
Logo,['FW Logo for <COMPANY> customer id <NUMBER> All Can you please add the attached logo to the <COMPANY> OSS account customer id <NUMBER> <NAME> ']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW OSS Logo for <COMPANY> <NUMBER> <NAME> Can you please see <NAME> comment below <NAME>']
Logo,['FW Company Logo <COMPANY> customer id <NUMBER> <NAME> Could you please add the attached logo to <COMPANY> Customer Specification Forms on OSS The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW Logo for <COMPANY> customer id <NUMBER> All Can you please add the attached logo to the <COMPANY> OSS account customer id <NUMBER> <NAME> ']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW <COMPANY> Logo Can we see what this looks like for them <COMPANY> <NUMBER>']
Logo,['FW OSS Logo for <COMPANY> <NUMBER> <NAME> Can you please see <NAME> comment below <NAME>']
Logo,['FW amendments to order form All Can you please find attached the logo for <COMPANY> customer id <NUMBER> ']
Logo,['FW PNG LOGO All Can you please add the attached logo to <COMPANY> OSS account The customer id is <NUMBER> <NAME>']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['FW amendments to order form All Can you please find attached the logo for <COMPANY> customer id <NUMBER> ']
Logo,['FW logo as requested can you please see new logo for <COMPANY> please can you put onto OSS for them Cheers <NAME> <NAME> ']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['FW amendments to order form All Can you please find attached the logo for <COMPANY> customer id <NUMBER> ']
Logo,['FW Company Logo <COMPANY> customer id <NUMBER> <NAME> Could you please add the attached logo to <COMPANY> Customer Specification Forms on OSS The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['FW OSS Logo for <COMPANY> customer id <NUMBER> <NAME> Can you please see the request below from <COMPANY> customer id <NUMBER> <NAME>']
Logo,['FW amendments to order form All Can you please find attached the logo for <COMPANY> customer id <NUMBER> ']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['FW OSS Logo for <COMPANY> customer id <NUMBER> <NAME> Can you please see the request below from <COMPANY> customer id <NUMBER> <NAME>']
Logo,['FW OSS Logo for <COMPANY> <NUMBER> <NAME> Can you please see <NAME> comment below <NAME>']
Logo,['FW OSS Logo for <COMPANY> <NUMBER> <NAME> Can you please see <NAME> comment below <NAME>']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['FW OSS Logo for <COMPANY> customer id <NUMBER> <NAME> Can you please see the request below from <COMPANY> customer id <NUMBER> <NAME>']
Logo,['FW PNG LOGO All Can you please add the attached logo to <COMPANY> OSS account The customer id is <NUMBER> <NAME>']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW OSS Logo for <COMPANY> <NUMBER> <NAME> Can you please see <NAME> comment below <NAME>']
Logo,['FW PNG LOGO All Can you please add the attached logo to <COMPANY> OSS account The customer id is <NUMBER> <NAME>']
Logo,['FW Company Logo <COMPANY> customer id <NUMBER> <NAME> Could you please add the attached logo to <COMPANY> Customer Specification Forms on OSS The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW amendments to order form All Can you please find attached the logo for <COMPANY> customer id <NUMBER> ']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW Logo for <COMPANY> customer id <NUMBER> All Can you please add the attached logo to the <COMPANY> OSS account customer id <NUMBER> <NAME> ']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['FW amendments to order form All Can you please find attached the logo for <COMPANY> customer id <NUMBER> ']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW OSS Logo for <COMPANY> customer id <NUMBER> <NAME> Can you please see the request below from <COMPANY> customer id <NUMBER> <NAME>']
Logo,['FW Company Logo <COMPANY> customer id <NUMBER> <NAME> Could you please add the attached logo to <COMPANY> Customer Specification Forms on OSS The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW <COMPANY> Logo Can we see what this looks like for them <COMPANY> <NUMBER>']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['FW OSS Logo for <COMPANY> customer id <NUMBER> <NAME> Can you please see the request below from <COMPANY> customer id <NUMBER> <NAME>']
Logo,['FW PNG LOGO All Can you please add the attached logo to <COMPANY> OSS account The customer id is <NUMBER> <NAME>']
Logo,['FW amendments to order form All Can you please find attached the logo for <COMPANY> customer id <NUMBER> ']
Logo,['FW <COMPANY> Logo Can we see what this looks like for them <COMPANY> <NUMBER>']
Logo,['FW logo as requested can you please see new logo for <COMPANY> please can you put onto OSS for them Cheers <NAME> <NAME> ']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['FW Logo for <COMPANY> customer id <NUMBER> All Can you please add the attached logo to the <COMPANY> OSS account customer id <NUMBER> <NAME> ']
Logo,['FW logo as requested can you please see new logo for <COMPANY> please can you put onto OSS for them Cheers <NAME> <NAME> ']
Logo,['FW amendments to order form All Can you please find attached the logo for <COMPANY> customer id <NUMBER> ']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['FW Logo for <COMPANY> customer id <NUMBER> All Can you please add the attached logo to the <COMPANY> OSS account customer id <NUMBER> <NAME> ']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW PNG LOGO All Can you please add the attached logo to <COMPANY> OSS account The customer id is <NUMBER> <NAME>']
Logo,['FW <COMPANY> Logo Can we see what this looks like for them <COMPANY> <NUMBER>']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW PNG LOGO All Can you please add the attached logo to <COMPANY> OSS account The customer id is <NUMBER> <NAME>']
Logo,['FW Company Logo <COMPANY> customer id <NUMBER> <NAME> Could you please add the attached logo to <COMPANY> Customer Specification Forms on OSS The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW OSS Logo for <COMPANY> customer id <NUMBER> <NAME> Can you please see the request below from <COMPANY> customer id <NUMBER> <NAME>']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW PNG LOGO All Can you please add the attached logo to <COMPANY> OSS account The customer id is <NUMBER> <NAME>']
Logo,['FW logo as requested can you please see new logo for <COMPANY> please can you put onto OSS for them Cheers <NAME> <NAME> ']
Logo,['FW OSS Logo for <COMPANY> customer id <NUMBER> <NAME> Can you please see the request below from <COMPANY> customer id <NUMBER> <NAME>']
Logo,['FW PNG LOGO All Can you please add the attached logo to <COMPANY> OSS account The customer id is <NUMBER> <NAME>']
Logo,['FW OSS Logo for <COMPANY> <NUMBER> <NAME> Can you please see <NAME> comment below <NAME>']
Logo,['FW Company Logo <COMPANY> customer id <NUMBER> <NAME> Could you please add the attached logo to <COMPANY> Customer Specification Forms on OSS The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW amendments to order form All Can you please find attached the logo for <COMPANY> customer id <NUMBER> ']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW <COMPANY> Logo Can we see what this looks like for them <COMPANY> <NUMBER>']
Logo,['FW Company Logo <COMPANY> customer id <NUMBER> <NAME> Could you please add the attached logo to <COMPANY> Customer Specification Forms on OSS The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW OSS Logo for <COMPANY> customer id <NUMBER> <NAME> Can you please see the request below from <COMPANY> customer id <NUMBER> <NAME>']
Logo,['FW OSS Logo for <COMPANY> <NUMBER> <NAME> Can you please see <NAME> comment below <NAME>']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['FW logo as requested can you please see new logo for <COMPANY> please can you put onto OSS for them Cheers <NAME> <NAME> ']
Logo,['FW <COMPANY> Logo Can we see what this looks like for them <COMPANY> <NUMBER>']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW <COMPANY> Logo Can we see what this looks like for them <COMPANY> <NUMBER>']
Logo,['FW Company Logo <COMPANY> customer id <NUMBER> <NAME> Could you please add the attached logo to <COMPANY> Customer Specification Forms on OSS The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW OSS Logo for <COMPANY> customer id <NUMBER> <NAME> Can you please see the request below from <COMPANY> customer id <NUMBER> <NAME>']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['FW OSS Logo for <COMPANY> <NUMBER> <NAME> Can you please see <NAME> comment below <NAME>']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['FW logo as requested can you please see new logo for <COMPANY> please can you put onto OSS for them Cheers <NAME> <NAME> ']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['logo Can you please add the attached logo to <COMPANY> OSS <COMPANY> <NUMBER> thanks']
Logo,['FW OSS Logo for <COMPANY> <NUMBER> <NAME> Can you please see <NAME> comment below <NAME>']
Logo,['FW Logo for <COMPANY> customer id <NUMBER> All Can you please add the attached logo to the <COMPANY> OSS account customer id <NUMBER> <NAME> ']
Logo,['FW meeting can you please attach logo to online pricing system for <COMPANY> ID <NUMBER> I have amended address on EasiAdmin Cheers <NAME> <NAME> ']
Logo,['FW PNG LOGO All Can you please add the attached logo to <COMPANY> OSS account The customer id is <NUMBER> <NAME>']
Logo,['FW <COMPANY> Logo Can we see what this looks like for them <COMPANY> <NUMBER>']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Logo,['FW Logo for <COMPANY> customer id <NUMBER> All Can you please add the attached logo to the <COMPANY> OSS account customer id <NUMBER> <NAME> ']
Logo,['FW PNG LOGO All Can you please add the attached logo to <COMPANY> OSS account The customer id is <NUMBER> <NAME>']
Logo,['FW OSS Logo for <COMPANY> customer id <NUMBER> <NAME> Can you please see the request below from <COMPANY> customer id <NUMBER> <NAME>']
Logo,['FW logo for <COMPANY> customer id <NUMBER> All Could you please add <COMPANY> logo to their OSS account The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
